id,name
1344,Frontier and pioneer life -- Rocky Mountains
1345,Rocky Mountains -- Description and travel
1346,Women -- Rocky Mountains -- Biography
1347,Women travelers -- Rocky Mountains -- Biography
1348,Arizona
1349,English wit and humor
1350,"Humorous poetry, English"
1351,Washington (D.C.) -- Remote-sensing images
1352,Character sketches
1353,Gambling -- Fiction
1354,England -- Social life and customs -- Fiction
1355,Aircraft
1356,Airships -- Britain -- History
1357,Netherlands -- History -- 19th century -- Juvenile fiction
1358,Skating -- Juvenile fiction
1359,Botanists -- Fiction
1360,Geographical myths -- Fiction
1361,Oceania -- Fiction
1362,Child labor -- Fiction
1363,Stepfathers -- Fiction
1364,Heathcliff (Fictitious character : Brontë) -- Fiction
1365,Rural families -- Fiction
1366,Japan -- Social life and customs
1367,Japanese tea ceremony
1368,Tea
1369,Family life -- England -- Fiction
1370,Imagination -- Fiction
1371,Moneymaking projects -- Fiction
1372,"Authors, English -- 19th century -- Biography"
1373,Brontë family
1374,"Brontë, Anne, 1820-1849"
1375,"Brontë, Emily, 1818-1848"
1376,Technological innovations -- Fiction
1377,Twenty-first century -- Fiction
1378,Superficiality -- Fiction
1379,Aeronautics
1380,Airplanes
1381,Fairies -- Fiction
1382,"Great Britain -- History -- Edward VII, 1901-1910 -- Fiction"
1383,Wishes -- Fiction
1384,"Faust, -approximately 1540 -- Drama"
1385,Germany -- Drama
1386,Magicians -- Drama
1387,Air warfare -- Fiction
1388,Shipwrecks -- North Atlantic Ocean
1389,Titanic (Steamship)
1390,"Geography, Medieval"
1391,"Mandeville, John, Sir -- Travel"
1392,Orient -- Description and travel -- Early works to 1800
1393,Palestine -- Description and travel -- Early works to 1800
1394,Voyages and travels -- Early works to 1800
1395,Norway -- Fiction
1396,"Philosophy, Ancient -- Poetry"
1397,Utilitarianism -- Fiction
1398,Betrothal -- Fiction
1399,English fiction -- 19th century
1400,Monasteries -- Fiction
1401,Aristocracy (Social class) -- Drama
1402,Marriage -- Drama
1403,Mothers and daughters -- Drama
1404,"Combustion, Spontaneous -- Fiction"
1405,Fathers -- Death -- Fiction
1406,"Pennsylvania -- History -- Colonial period, ca. 1600-1775 -- Fiction"
1407,Radicals -- Fiction
1408,Religious fanaticism -- Fiction
1409,"Aeronautics, Military"
1410,"Airplanes, Military -- History"
1411,Airships -- History
1412,"World War, 1914-1918 -- Aerial operations"
1413,Children -- Juvenile fiction
1414,England -- Juvenile fiction
1415,Families -- Juvenile fiction
1416,"Ballads, French"
1417,"Folk songs, French"
1418,French poetry -- Translations into English
1419,Italy -- Social life and customs -- 19th century -- Fiction
1420,Parma (Italy) -- Fiction
1421,Italy -- Fiction
1422,Ambition -- Fiction
1423,Church and state -- Fiction
1424,Young men -- France -- Fiction
1425,British -- Italy -- Fiction
1426,Travelers -- Fiction
1427,Advertising -- Fiction
1428,College students -- Fiction
1429,"World War, 1914-1918 -- Veterans -- Fiction"
1430,Philoctetes (Mythological character) -- Drama
1431,Trojan War -- Drama
1432,Operas -- Librettos
1433,Children and adults -- Fiction
1434,Clergy -- England -- Fiction
1435,"Authors, Russian -- 19th century -- Biography"
1436,"Tolstoy, Leo, graf, 1828-1910"
1437,Fox hunting
1438,Democracy -- United States
1439,United States -- Politics and government
1440,United States -- Social conditions
1441,Telephone -- History
1442,"Edison, Thomas A. (Thomas Alva), 1847-1931"
1443,Inventors -- United States -- Biography
1444,Businesspeople -- Fiction
1445,Family-owned business enterprises -- Fiction
1446,American fiction
1447,"Declan, Saint, Bishop of Ardmore, active 6th century -- Legends"
1448,"Speeches, addresses, etc., English"
1449,Bible. Esther
1450,Bible. Daniel
1451,"Gulliver, Lemuel (Fictitious character) -- Fiction"
1452,"Voyages, Imaginary -- Early works to 1800"
1453,Argonauts (Greek mythology)
1454,Classical literature
1455,Jason (Greek mythology)
1456,"Medea, consort of Aegeus, King of Athens (Mythological character)"
1457,"Chrétien, de Troyes, active 12th century"
1458,Romances -- Translations into English
1459,"Tales, Medieval"
1460,Folklore -- England
1461,Robin Hood (Legendary character) -- Legends
1462,Leisure class
1463,Sociology
1464,"Great Britain -- History -- Edward VII, 1901-1910 -- Juvenile fiction"
1465,Phoenix (Mythical bird) -- Juvenile fiction
1466,Wishes -- Juvenile fiction
1467,"Jasmin, 1798-1864"
1468,"Poets, French -- Biography"
1469,Exmoor (England) -- Fiction
1470,"Monmouth's Rebellion, 1685 -- Fiction"
1471,Ventriloquists -- Fiction
1472,Generals -- United States -- Biography
1473,"Georgia -- History -- Revolution, 1775-1783 -- Campaigns"
1474,"Marion, Francis, 1732-1795"
1475,"South Carolina -- History -- Revolution, 1775-1783 -- Campaigns"
1476,South Carolina -- Militia -- Biography
1477,"United States -- History -- Revolution, 1775-1783 -- Biography"
1478,"United States -- History -- Revolution, 1775-1783 -- Campaigns"
1479,England -- Drama
1480,Foundlings -- Drama
1481,Identity (Psychology) -- Drama
1482,"Timrod, Henry, 1828-1867"
1483,"United States -- History -- Civil War, 1861-1865 -- Poetry -- Confederate"
1484,"Georgia -- History -- Revolution, 1775-1783"
1485,"South Carolina -- History -- Revolution, 1775-1783"
1486,Swamp Fox
1487,Rome -- History -- Poetry
1488,"Great Britain -- History -- Wars of the Roses, 1455-1485 -- Fiction"
1489,Stevedores -- Fiction
1490,Indian captivities -- Massachusetts
1491,"King Philip's War, 1675-1676"
1492,"Lancaster (Mass.) -- History -- Colonial period, ca. 1600-1775"
1493,Massachusetts -- Biography
1494,"Rowlandson, Mary White, approximately 1635-1711"
1495,Education -- Philosophy
1496,Education -- Social aspects
1497,Protestantism
1498,English drama
1499,Man-woman relationships -- Drama
1500,Clocks and watches
1501,Dreams
1502,Bulldog
1503,Actors
1504,Theater -- Anecdotes
1505,Circus -- Fiction
1506,Circus performers -- Fiction
1507,Aeronautics -- History
1508,Balloons
1509,College stories
1510,Harvard University -- Fiction
1511,Belgians -- England -- Fiction
1512,"Poirot, Hercule (Fictitious character) -- Fiction"
1513,Absence and presumption of death -- Fiction
1514,Philosophy
1515,Stoics
1516,English drama -- 19th century
1517,Padua (Italy) -- Drama
1518,Revenge -- Drama
1519,Women iron and steel workers -- Fiction
1520,Tramps -- New England
1521,Haverhill (Mass.) -- History
1522,Indian captivities
1523,Natural history
1524,Aunts -- Fiction
1525,Lawsuits -- Fiction
1526,London (England) -- Social life and customs -- 19th century
1527,London (England) -- Social life and customs -- 19th century -- Fiction
1528,London (England) -- Drama
1529,Cape of Good Hope (South Africa) -- Description and travel
1530,Art critics -- Great Britain -- Biography
1531,"Authors, English -- 19th century -- Drama"
1532,Poisoners -- Great Britain -- Biography
1533,"Wainewright, Thomas Griffiths, 1794-1847"
1534,Apprentices -- Fiction
1535,Cumbria (England) -- Description and travel -- Fiction
1536,Walking -- England -- Cumbria -- Fiction
1537,China -- Court and courtiers -- Anecdotes
1538,"Cixi, Empress dowager of China, 1835-1908 -- Anecdotes"
1539,Empresses -- China -- Anecdotes
1540,United States -- Politics and government -- 1783-1789
1541,"Washington, George, 1732-1799 -- Anniversaries, etc."
1542,Mentoring of authors -- Fiction
1543,Balloon ascensions
1544,Jews -- Malta -- Drama
1545,Archers -- Fiction
1546,"Hundred Years' War, 1339-1453 -- Fiction"
1547,Middle Ages -- Fiction
1548,"Lincoln, Abraham, 1809-1865"
1549,"United States -- History -- Civil War, 1861-1865"
1550,Flying-machines
1551,Parent and child
1552,"Boone, Daniel, 1734-1820"
1553,Indian captivities -- Kentucky
1554,Kentucky -- History -- To 1792
1555,Pioneers -- Kentucky -- Biography
1556,"Canada, Northern -- Fiction"
1557,Wolfdogs -- Fiction
1558,Fishers -- Fiction
1559,Fishing villages -- Fiction
1560,San Francisco Bay Area (Calif.) -- Fiction
1561,Caucasus -- Fiction
1562,"Russia -- History, Military -- 1801-1917 -- Fiction"
1563,Russia -- Social life and customs -- 1533-1917 -- Fiction
1564,Great Britain -- Social conditions -- 19th century
1565,London (England) -- Description and travel
1566,Children's libraries -- United States
1567,Couples -- England
1568,England -- Social life and customs -- 19th century
1569,Locksmiths -- Fiction
1570,Young men -- England
1571,Ethics
1572,Grief
1573,Imprisonment
1574,Suffering
1575,"Wilde, Oscar, 1854-1900"
1576,Sunday
1577,"Greene, Nathanael, 1742-1786 -- Correspondence"
1578,"Marion, Francis, 1732-1795 -- Correspondence"
1579,"United States -- History -- Revolution, 1775-1783"
1580,United States. Continental Army -- Biography
1581,Dream interpretation
1582,Dreams -- Dictionaries
1583,Computers and civilization
1584,"Cooking, Italian"
1585,"Songs, English -- Texts"
1586,Patriotism -- Poetry
1587,Religion -- Poetry
1588,"United States -- History -- Civil War, 1861-1865 -- Poetry"
1589,Idaho -- Fiction
1590,Civil engineers -- Great Britain -- Biography
1591,Roads -- Great Britain
1592,"Telford, Thomas, 1757-1834"
1593,"Bumppo, Natty (Fictitious character) -- Fiction"
1594,Mohegan Indians -- Fiction
1595,"United States -- History -- French and Indian War, 1754-1763 -- Fiction"
1596,Rain forests -- Fiction
1597,Wild women -- Fiction
1598,England -- Social life and customs -- 20th century -- Drama
1599,English drama -- 20th century
1600,Mate selection -- Drama
1601,Beagle Expedition (1831-1836)
1602,Geology
1603,South America -- Discovery and exploration
1604,Voyages around the world -- History -- 19th century
1605,Admirals -- Great Britain -- Biography
1606,"Nelson, Horatio Nelson, Viscount, 1758-1805"
1607,Submarines (Ships) -- Juvenile fiction
1608,Treasure troves -- Juvenile fiction
1609,Electric automobiles -- Juvenile fiction
1610,Aeronautics -- Juvenile fiction
1611,Gliders (Aeronautics) -- Juvenile fiction
1612,Russia -- Juvenile fiction
1613,Andes Region -- Juvenile fiction
1614,Tunnels -- Juvenile fiction
1615,Tanks (Military science) -- Juvenile fiction
1616,Dolls -- Juvenile fiction
1617,Fortune -- Juvenile fiction
1618,Brothers -- Juvenile fiction
1619,Mules -- Juvenile fiction
1620,Caves -- Juvenile fiction
1621,Deserts -- Juvenile fiction
1622,Mermaids -- Juvenile fiction
1623,Sailors -- Juvenile fiction
1624,Storms -- Juvenile fiction
1625,Escapes -- Juvenile fiction
1626,Goats -- Juvenile fiction
1627,Slaves -- Juvenile fiction
1628,Household employees -- Juvenile fiction
1629,Princesses -- Juvenile drama
1630,Theft -- Juvenile fiction
1631,Love -- Juvenile fiction
1632,Soldiers -- Juvenile fiction
1633,Wizards -- Juvenile fiction
1634,Tribes -- Juvenile fiction
1635,"Kendall, Henry, 1839-1882"
1636,"Debt, Imprisonment for -- Fiction"
1637,"Marshalsea Prison (Southwark, London, England) -- Fiction"
1638,Netherlands -- History -- 1648-1714 -- Fiction
1639,"Tulip Mania, 1634-1637 -- Fiction"
1640,"Witt, Johan de, 1625-1672 -- Fiction"
1641,Maid Marian (Legendary character) -- Fiction
1642,Robin Hood (Legendary character) -- Fiction
1643,Sherwood Forest (England) -- Fiction
1644,Women outlaws -- Fiction
1645,Theatrical companies -- Fiction
1646,United States -- Description and travel -- Fiction
1647,Alcoholics -- Fiction
1648,Landlord and tenant -- Fiction
1649,American wit and humor
1650,English language -- Dictionaries -- Humor
1651,English language -- Semantics -- Humor
1652,Vocabulary -- Humor
1653,Buccaneers -- Fiction
1654,"Sea stories, American"
1655,Spanish Main -- Fiction
1656,Anarchists -- Fiction
1657,Bombings -- Fiction
1658,Conspiracies -- Fiction
1659,"Mythology, Classical -- Juvenile literature"
1660,Telegraph -- History
1661,Middle class families -- Fiction
1662,Dragons -- Poetry
1663,"Epic poetry, English (Old)"
1664,Monsters -- Poetry
1665,Scandinavia -- Poetry
1666,"Limericks, Juvenile"
1667,England -- Description and travel -- Early works to 1800
1668,Biography -- Humor
1669,Parodies
1670,Miracle workers -- Fiction
1671,Monasteries -- Russia -- Fiction
1672,Russia -- Fiction
1673,Russia. Armiia -- Officers -- 19th century -- Fiction
1674,Science -- Periodicals
1675,Technology -- Periodicals
1676,Education
1677,Free thought -- Early works to 1800
1678,Philosophy and religion -- Early works to 1800
1679,Newport (R.I.) -- Fiction
1680,Drowning victims -- Drama
1681,Ireland -- Drama
1682,Mothers and sons -- Drama
1683,Seafaring life -- Drama
1684,Knights and knighthood -- Spain -- Fiction
1685,Romances
1686,Spain -- Social life and customs -- 16th century -- Fiction
1687,"Epic poetry, Italian"
1688,Hell
1689,Italian poetry -- To 1400
1690,Hell -- Poetry
1691,Italian poetry -- To 1400 -- Translations into English
1692,California National Historic Trail
1693,Frontier and pioneer life -- West (U.S.)
1694,Indians of North America -- West (U.S.)
1695,Oregon National Historic Trail
1696,"Parkman, Francis, 1823-1893 -- Travel -- West (U.S.)"
1697,West (U.S.) -- History -- To 1848
1698,Free thought
1699,Chimney sweeps -- Juvenile fiction
1700,Fairy tales -- England
1701,Imagist poetry
1702,Narrative poetry
1703,Nature
1704,Walking
1705,Charities
1706,Fireplaces
1707,Food
1708,Heat
1709,Kitchen utensils
1710,Poor -- Germany -- Munich
1711,Diary fiction
1712,Middle class -- Fiction
1713,Suburban life -- Fiction
1714,Mexican-American Border Region -- Fiction
1715,Belgium -- Social life and customs -- 19th century -- Fiction
1716,British -- Belgium -- Fiction
1717,Brussels (Belgium) -- Fiction
1718,Women teachers -- Fiction
1719,"Ballads, English"
1720,Log driving -- Maine -- Fiction
1721,English poetry -- 20th century
1722,War poetry
1723,Australia -- Fiction
1724,Puritans -- England -- Clergy -- Biography
1725,"Style, Literary"
1726,Missions -- South Africa
1727,South Africa -- Description and travel
1728,"Sonnets, English"
1729,Evolution (Biology)
1730,Paleontology
1731,Heaven -- Fiction
1732,Religious fiction
1733,"Voyages, Imaginary"
1734,Adonis (Greek deity) -- Poetry
1735,Venus (Roman deity) -- Poetry
1736,God (Christianity)
1737,Great Britain -- Politics and government -- Fiction
1738,Arizona -- Biography
1739,Arizona -- Description and travel
1740,"Summerhayes, Martha, 1844-1926"
1741,United States. Army -- Military life
1742,"Fitton, Mary, 1578?-1641 -- Drama"
1743,"Shakespeare, William, 1564-1616 -- Drama"
1744,Clothing and dress -- Fiction
1745,Germany -- Fiction
1746,Philosophers -- Fiction
1747,Slavery -- United States -- Religious aspects
1748,Slaves -- United States -- Religious life
1749,"Ballads, Scots -- Scotland -- Texts"
1750,Indian Ocean -- Fiction
1751,"Conrad, Joseph, 1857-1924 -- Travel"
1752,Seafaring life
1753,Nuclear warfare -- Fiction
1754,Mythology
1755,"Fantasy poetry, American"
1756,"Horror tales, American"
1757,Ravens -- Poetry
1758,"Great Britain -- History -- William I, 1066-1087"
1759,Great Britain -- Kings and rulers -- Biography
1760,Normans -- Great Britain -- Biography
1761,"William I, King of England, 1027 or 8-1087"
1762,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885"
1763,"Mexican War, 1846-1848 -- Personal narratives"
1764,"United States -- History -- Civil War, 1861-1865 -- Campaigns"
1765,United States. Army -- Biography
1766,Arctic regions -- Fiction
1767,Sealers (Persons) -- Fiction
1768,Sealing ships -- Fiction
1769,Socialism -- Fiction
1770,Kai Lung (Fictitious character) -- Fiction
1771,Chinese -- England -- Fiction
1772,Chemung River Valley (N.Y. and Pa.) -- Fiction
1773,Wyoming Valley (Pa.) -- Fiction
1774,Experimental fiction
1775,Fetus -- Fiction
1776,Fiction -- Authorship -- Fiction
1777,Infants -- Fiction
1778,Stream of consciousness fiction
1779,Ireland -- Politics and government -- 18th century -- Humor
1780,"Political satire, English"
1781,"Religious satire, English"
1782,Swindlers and swindling -- Russia -- Fiction
1783,Atlantic Coast (Canada) -- Description and travel
1784,Atlantic Coast (U.S.) -- Description and travel
1785,"Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902 -- Travel -- Canada, Eastern"
1786,"Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902 -- Travel -- United States"
1787,"Canada, Eastern -- Description and travel"
1788,"Canoes and canoeing -- Canada, Eastern -- History -- 19th century"
1789,Canoes and canoeing -- United States -- History -- 19th century
1790,"Waterways -- Canada, Eastern -- History -- 19th century"
1791,Waterways -- United States -- History -- 19th century
1792,Illegal arms transfers -- Fiction
1793,Marseille (France) -- Fiction
1794,"Cooking, American"
1795,"Sterling, John, 1806-1844"
1796,Trolls -- Juvenile fiction
1797,Camping -- Fiction
1798,Scouting (Reconnaissance) -- Fiction
1799,Scouts (Reconnaissance) -- Fiction
1800,Hero worship
1801,Wales -- Social life and customs
1802,Egoism -- Fiction
1803,Fate and fatalism -- Fiction
1804,Historical drama
1805,"Timur, 1336-1405 -- Drama"
1806,New Mexico -- Fiction
1807,Great Britain -- Social conditions -- 19th century -- Drama
1808,Prostitutes -- Great Britain -- Drama
1809,Prostitution -- Great Britain -- Drama
1810,Working class women -- Great Britain -- Drama
1811,Labor movement -- Fiction
1812,Loggers -- Fiction
1813,Rivers -- Fiction
1814,Youth -- Conduct of life -- Fiction
1815,"Great Britain -- History -- Henry VI, 1422-1461 -- Drama"
1816,Great Britain -- Kings and rulers -- Drama
1817,"Henry VI, King of England, 1421-1471 -- Drama"
1818,"Great Britain -- History -- Richard III, 1483-1485 -- Drama"
1819,"Richard III, King of England, 1452-1485 -- Drama"
1820,Brothers -- Drama
1821,Greece -- Drama
1822,Mistaken identity -- Drama
1823,Shipwreck victims -- Drama
1824,Twins -- Drama
1825,"Andronicus, Titus (Legendary character) -- Drama"
1826,Generals -- Drama
1827,Goths -- Drama
1828,"Rome -- History -- Germanic invasions, 3rd-6th centuries -- Drama"
1829,Married people -- Drama
1830,Sex role -- Drama
1831,Exiles -- Drama
1832,Triangles (Interpersonal relations) -- Drama
1833,Verona (Italy) -- Drama
1834,Courts and courtiers -- Drama
1835,Navarre (Kingdom) -- Drama
1836,Princesses -- Drama
1837,"Great Britain -- History -- John, 1199-1216 -- Drama"
1838,"John, King of England, 1167-1216 -- Drama"
1839,"Great Britain -- History -- Richard II, 1377-1399 -- Drama"
1840,"Richard II, King of England, 1367-1400 -- Drama"
1841,Conflict of generations -- Drama
1842,Juliet (Fictitious character) -- Drama
1843,Romeo (Fictitious character) -- Drama
1844,Vendetta -- Drama
1845,Youth -- Drama
1846,Athens (Greece) -- Drama
1847,Courtship -- Drama
1848,Fairy plays
1849,Jews -- Italy -- Drama
1850,Moneylenders -- Drama
1851,Venice (Italy) -- Drama
1852,"Great Britain -- History -- Henry IV, 1399-1413 -- Drama"
1853,"Henry IV, King of England, 1367-1413 -- Drama"
1854,"Falstaff, John, Sir (Fictitious character) -- Drama"
1855,Married women -- Drama
1856,"Windsor (Berkshire, England) -- Drama"
1857,Conspiracies -- Drama
1858,Messina (Italy) -- Drama
1859,Rejection (Psychology) -- Drama
1860,"Great Britain -- History -- Henry V, 1413-1422 -- Drama"
1861,"Henry V, King of England, 1387-1422 -- Drama"
1862,Assassins -- Drama
1863,"Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama"
1864,"Caesar, Julius -- Assassination -- Drama"
1865,"Rome -- History -- Civil War, 43-31 B.C. -- Drama"
1866,Fathers and daughters -- Drama
1867,Pastoral drama
1868,Denmark -- Drama
1869,Fathers -- Death -- Drama
1870,Hamlet (Legendary character) -- Drama
1871,Kings and rulers -- Succession -- Drama
1872,Murder victims' families -- Drama
1873,Princes -- Drama
1874,Brothers and sisters -- Drama
1875,Illyria -- Drama
1876,Shipwreck survival -- Drama
1877,Cressida (Fictitious character) -- Drama
1878,Tragicomedy
1879,Troilus (Legendary character) -- Drama
1880,Troy (Extinct city) -- Drama
1881,Florence (Italy) -- Drama
1882,Runaway husbands -- Drama
1883,Chastity -- Drama
1884,Vienna (Austria) -- Drama
1885,Interracial marriage -- Drama
1886,Jealousy -- Drama
1887,Muslims -- Drama
1888,Othello (Fictitious character) -- Drama
1889,Aging parents -- Drama
1890,Britons -- Drama
1891,Inheritance and succession -- Drama
1892,Kings and rulers -- Drama
1893,"Lear, King (Legendary character) -- Drama"
1894,"Macbeth, King of Scotland, active 11th century -- Drama"
1895,Regicides -- Drama
1896,Scotland -- Kings and rulers -- Drama
1897,"Antonius, Marcus, 83?-30 B.C. -- Drama"
1898,"Cleopatra, Queen of Egypt, -30 B.C. -- Drama"
1899,Egypt -- History -- 332-30 B.C. -- Drama
1900,Generals -- Rome -- Drama
1901,Queens -- Egypt -- Drama
1902,Romans -- Egypt -- Drama
1903,"Coriolanus, Cnaeus Marcius -- Drama"
1904,Rome -- Drama
1905,Timon of Athens (Legendary character) -- Drama
1906,Britons -- Kings and rulers -- Drama
1907,"Great Britain -- History -- Roman period, 55 B.C.-449 A.D. -- Drama"
1908,Castaways -- Drama
1909,Sicily (Italy) -- Kings and rulers -- Drama
1910,Islands -- Drama
1911,Political refugees -- Drama
1912,Spirits -- Drama
1913,"Great Britain -- History -- Henry VIII, 1509-1547 -- Drama"
1914,"Henry, VIII, King of England, 1491-1547 -- Drama"
1915,Fishing
1916,Social problems
1917,Typhoons -- Fiction
1918,Telegraphers -- Fiction
1919,Atlantic Ocean -- Description and travel
1920,"Authors, English -- 18th century -- Diaries"
1921,English Channel -- Description and travel
1922,"Fielding, Henry, 1707-1754 -- Diaries"
1923,"Fielding, Henry, 1707-1754 -- Travel -- Atlantic Ocean"
1924,"Fielding, Henry, 1707-1754 -- Travel -- English Channel"
1925,Ocean travel -- History -- 18th century
1926,English fiction
1927,"Baldwin, Archbishop of Canterbury, approximately 1120-1190"
1928,Wales -- Description and travel -- Early works to 1800
1929,Denmark -- History -- To 1241
1930,Folklore -- Scandinavia
1931,"Epic poetry, Germanic"
1932,Folklore -- Germany
1933,Kriemhild (Legendary character)
1934,"Mythology, Germanic"
1935,Nibelungen
1936,Siegfried (Legendary character)
1937,Eddas -- Translations into English
1938,Nibelungen -- Romances
1939,Siegfried (Legendary character) -- Romances
1940,"Beresford, Tommy (Fictitious character) -- Fiction"
1941,"Beresford, Tuppence (Fictitious character) -- Fiction"
1942,Conformity -- Fiction
1943,Middle-aged men -- Fiction
1944,Sexually transmitted diseases -- Fiction
1945,Secret societies -- Fiction
1946,Boxers (Sports) -- Fiction
1947,Boxing stories
1948,Solomon Islands -- Fiction
1949,California State Prison at San Quentin -- Fiction
1950,Death row inmates -- Fiction
1951,Reincarnation -- Fiction
1952,San Quentin (Calif.) -- Fiction
1953,Oligarchy -- Fiction
1954,Revolutionaries -- Fiction
1955,American poetry -- 20th century
1956,Police -- New York (State) -- New York -- Fiction
1957,British -- India -- Fiction
1958,India -- Social life and customs -- Fiction
1959,Women -- India -- Fiction
1960,"Agesilaus II, King of Sparta"
1961,"Greece -- History -- Spartan and Theban Supremacies, 404-362 B.C."
1962,"Cyrus, the Younger, approximately 423 B.C.-401 B.C."
1963,"Greece -- History -- Expedition of Cyrus, 401 B.C."
1964,Iran -- History -- To 640
1965,"Socrates, 470 BC-399 BC"
1966,Cavalry -- Greece -- History
1967,Military art and science -- Greece -- Early works to 1800
1968,Administration of estates -- Greece -- Early works to 1800
1969,"Dialogues, Greek -- Translations into English"
1970,Greece -- Economic conditions -- Early works to 1800
1971,"Greece -- History -- Peloponnesian War, 431-404 B.C."
1972,Despotism -- Early works to 1800
1973,"Hieron I, Tyrant of Syracuse, -467 B.C. or 466 B.C."
1974,"Simonides, approximately 556 B.C.-467 B.C."
1975,Syracuse (Italy) -- Politics and government -- Early works to 1800
1976,Horsemanship
1977,Horses -- Training
1978,"Philosophers, Ancient -- Biography -- Early works to 1800"
1979,"Socrates -- Trials, litigation, etc. -- Early works to 1800"
1980,Greece -- Politics and government -- Early works to 1800
1981,"Finance, Public -- Greece -- Athens -- Early works to 1800"
1982,Revenue -- Greece -- Athens -- Early works to 1800
1983,Sportsmanship -- Early works to 1800
1984,"Philosophy, Ancient"
1985,Drug traffic -- Fiction
1986,China -- Fiction
1987,Criminal investigation -- Fiction
1988,Poisoning -- Fiction
1989,"Dantès, Edmond (Fictitious character) -- Fiction"
1990,France -- History -- 19th century -- Fiction
1991,Socialism -- United States
1992,Working class -- United States
1993,English drama (Comedy)
1994,Blindness -- Fiction
1995,Eyeglasses -- Fiction
1996,Pride and vanity -- Psychological aspects -- Fiction
1997,Australia -- Gold discoveries -- Fiction
1998,Bushrangers -- Australia -- Fiction
1999,Gold mines and mining -- Australia -- Fiction
2000,"Fantasy fiction, French -- Translations into English"
2001,Gargantua (Legendary character) -- Fiction
2002,Giants -- Fiction
2003,Jury -- Great Britain
2004,Jury -- United States
2005,Montana -- Fiction
2006,Zululand (South Africa) -- Fiction
2007,Incas
2008,"Peru -- History -- Conquest, 1522-1548"
2009,Japan -- Social life and customs -- Fiction
2010,Legends -- Japan
2011,England -- Social life and customs -- 18th century -- Fiction
2012,Americans -- Austria -- Fiction
2013,Vienna (Austria) -- Fiction
2014,Royal Society (Great Britain)
2015,Science -- Great Britain -- History
2016,Comedy
2017,"Comic, The"
2018,Ariocarpus
2019,Cactus
2020,Peyote
2021,Plants -- North America
2022,Anatomy -- Humor
2023,"Satire, American"
2024,Biographical fiction
2025,"Lanier, Sidney, 1842-1881"
2026,"Poets, American -- 19th century -- Biography"
2027,"Faraday, Michael, 1791-1867"
2028,Physicists -- Great Britain -- Biography
2029,Psychology -- Periodicals
2030,"Psychology, Pathological -- Periodicals"
2031,Social psychology -- Periodicals
2032,Emotions
2033,Expression
2034,Instinct
2035,"Psychology, Comparative"
2036,Natural selection
2037,Political ethics -- Early works to 1800
2038,Political science -- Philosophy -- Early works to 1800
2039,"State, The -- Early works to 1800"
2040,Psychophysiology
2041,"Chemistry, Organic"
2042,Organic compounds -- Synthesis
2043,"France -- History -- Louis XIII, 1610-1643 -- Fiction"
2044,Lewis and Clark Expedition (1804-1806)
2045,United States -- Discovery and exploration
2046,"France -- History -- Louis XVIII, 1814-1824 -- Fiction"
2047,Fort Henry (W. Va.) -- Fiction
2048,Indians of North America -- Wars -- 1750-1815 -- Fiction
2049,Ohio River Valley -- Fiction
2050,"Wetzel, Lewis, 1763-1808 -- Fiction"
2051,"Zane, Betty -- Fiction"
2052,"Brontë, Charlotte, 1816-1855"
2053,"Dickens, Charles, 1812-1870"
2054,English literature -- 19th century -- History and criticism
2055,"Swinburne, Algernon Charles, 1837-1909"
2056,"Tennyson, Alfred Tennyson, Baron, 1809-1892"
2057,Biographers -- Fiction
2058,Poets -- Family relationships -- Fiction
2059,Buffalo Bill's Wild West Show
2060,"Buffalo Bill, 1846-1917"
2061,Entertainers -- United States -- Biography
2062,Pioneers -- West (U.S.) -- Biography
2063,Scouts (Reconnaissance) -- West (U.S.) -- Biography
2064,West (U.S.) -- Biography
2065,Individuality -- Fiction
2066,Men -- Psychology -- Fiction
2067,"Arthur, King -- Legends"
2068,"Authors, French -- 17th century -- Drama"
2069,"Cyrano de Bergerac, 1619-1655 -- Drama"
2070,France -- History -- 17th century -- Drama
2071,Swordsmen -- Fiction
2072,"France -- History -- Louis XIV, 1643-1715 -- Fiction"
2073,Charity-schools -- Fiction
2074,Mentally ill women -- Fiction
2075,Deserts -- Fiction
2076,Mormons -- Fiction
2077,Utah -- Fiction
2078,Cycling -- Fiction
2079,England -- Social conditions -- 19th century -- Fiction
2080,"Great Britain -- History -- Victoria, 1837-1901"
2081,Queens -- Great Britain -- Biography
2082,"Victoria, Queen of Great Britain, 1819-1901"
2083,American fiction -- 20th century
2084,Religion -- Fiction
2085,Sexism
2086,Women -- Social and moral questions
2087,Women -- Social conditions
2088,Magic
2089,Superstition
2090,Chemical warfare
2091,"Gases, Asphyxiating and poisonous -- War use"
2092,Interessengemeinschaft der Deutschen Teerfarbenfabriken
2093,"World War, 1914-1918 -- Chemical warfare"
2094,"Monmouth, James Scott, Duke of, 1649-1685 -- Fiction"
2095,Alexandrian school
2096,Scotland -- Poetry
2097,"Songs, Scots -- Scotland -- Texts"
2098,Airships -- Juvenile fiction
2099,Diamond mines and mining -- Juvenile fiction
2100,Cinematography -- Juvenile fiction
2101,Motion pictures -- Juvenile fiction
2102,German poetry -- Translations into English
