id,book_id,bookshelf_id
24783,16410,110
24784,16417,66
24785,16421,67
24786,16423,12
24787,16425,225
24788,16428,225
24789,16429,226
24790,16429,109
24791,16430,155
24792,16431,25
24793,16432,151
24794,16435,28
24795,16435,75
24796,16436,114
24797,16437,65
24798,16437,51
24799,16438,53
24800,16439,45
24801,16439,70
24802,16440,127
24803,16441,161
24804,16441,70
24805,16442,83
24806,16443,225
24807,16444,64
24808,16445,90
24809,16445,71
24810,16449,27
24811,16452,45
24812,16452,13
24813,16454,26
24814,16455,12
24815,16457,21
24816,16459,121
24817,16460,113
24818,16461,12
24819,16462,113
24820,16465,67
24821,16467,121
24822,16469,55
24823,16472,48
24824,16473,59
24825,16475,217
24826,16476,59
24827,16480,4
24828,16485,118
24829,16487,83
24830,16488,25
24831,16489,227
24832,16490,7
24833,16492,67
24834,16494,113
24835,16495,51
24836,16496,53
24837,16498,217
24838,16499,68
24839,16508,65
24840,16509,158
24841,16511,53
24842,16513,51
24843,16516,18
24844,16518,118
24845,16521,51
24846,16522,206
24847,16523,228
24848,16524,206
24849,16528,64
24850,16531,173
24851,16534,11
24852,16534,12
24853,16534,143
24854,16536,53
24855,16537,63
24856,16537,114
24857,16540,6
24858,16543,79
24859,16544,59
24860,16545,53
24861,16546,106
24862,16546,96
24863,16551,25
24864,16552,51
24865,16555,53
24866,16562,86
24867,16563,158
24868,16569,182
24869,16571,221
24870,16571,222
24871,16572,87
24872,16572,14
24873,16580,217
24874,16587,90
24875,16588,51
24876,16588,42
24877,16590,182
24878,16591,12
24879,16592,158
24880,16595,121
24881,16598,112
24882,16598,51
24883,16605,161
24884,16605,127
24885,16607,168
24886,16610,53
24887,16613,31
24888,16617,53
24889,16619,158
24890,16620,45
24891,16622,4
24892,16623,65
24893,16624,12
24894,16626,51
24895,16628,158
24896,16632,31
24897,16632,51
24898,16633,221
24899,16633,222
24900,16636,75
24901,16638,229
24902,16640,158
24903,16642,182
24904,16643,19
24905,16644,59
24906,16645,12
24907,16647,53
24908,16649,67
24909,16649,210
24910,16653,91
24911,16654,30
24912,16658,121
24913,16659,7
24914,16660,51
24915,16663,59
24916,16664,42
24917,16667,104
24918,16669,53
24919,16671,154
24920,16672,78
24921,16673,158
24922,16675,51
24923,16679,53
24924,16681,114
24925,16684,158
24926,16685,31
24927,16685,51
24928,16686,6
24929,16688,12
24930,16690,90
24931,16690,51
24932,16697,228
24933,16700,12
24934,16702,200
24935,16707,158
24936,16709,68
24937,16710,85
24938,16712,29
24939,16717,158
24940,16718,62
24941,16718,123
24942,16718,137
24943,16720,30
24944,16721,21
24945,16724,108
24946,16726,22
24947,16727,158
24948,16728,162
24949,16728,104
24950,16734,12
24951,16737,133
24952,16737,151
24953,16738,53
24954,16743,167
24955,16743,56
24956,16748,53
24957,16749,53
24958,16751,104
24959,16755,182
24960,16756,59
24961,16758,230
24962,16760,53
24963,16761,53
24964,16762,53
24965,16767,124
24966,16772,12
24967,16773,154
24968,16778,12
24969,16780,5
24970,16780,2
24971,16780,1
24972,16786,13
24973,16789,167
24974,16792,154
24975,16795,67
24976,16796,67
24977,16805,48
24978,16807,207
24979,16812,67
24980,16813,67
24981,16814,67
24982,16815,132
24983,16816,67
24984,16817,67
24985,16818,67
24986,16819,67
24987,16820,67
24988,16824,7
24989,16824,67
24990,16825,83
24991,16825,142
24992,16826,69
24993,16826,67
24994,16827,69
24995,16827,67
24996,16828,30
24997,16828,67
24998,16831,107
24999,16832,30
25000,16832,10
25001,16833,29
25002,16835,29
25003,16840,25
25004,16845,209
25005,16847,106
25006,16847,96
25007,16848,67
25008,16849,139
25009,16850,67
25010,16851,67
25011,16852,67
25012,16855,48
25013,16856,12
25014,16859,113
25015,16862,67
25016,16868,51
25017,16869,48
25018,16871,54
25019,16874,167
25020,16875,67
25021,16876,67
25022,16877,158
25023,16880,45
25024,16880,62
25025,16883,126
25026,16884,85
25027,16885,122
25028,16885,67
25029,16886,67
25030,16887,132
25031,16888,132
25032,16891,65
25033,16891,42
25034,16896,15
25035,16901,68
25036,16901,67
25037,16904,51
25038,16912,72
25039,16913,72
25040,16914,72
25041,16915,72
25042,16920,231
25043,16921,32
25044,16921,56
25045,16921,21
25046,16924,203
25047,16927,45
25048,16929,51
25049,16932,14
25050,16934,67
25051,16936,104
25052,16938,127
25053,16939,228
25054,16940,228
25055,16941,228
25056,16943,118
25057,16945,51
25058,16948,154
25059,16949,50
25060,16952,146
25061,16953,203
25062,16955,107
25063,16955,19
25064,16956,59
25065,16957,197
25066,16960,5
25067,16960,65
25068,16965,53
25069,16965,55
25070,16967,151
25071,16970,182
25072,16972,154
25073,16974,51
25074,16977,66
25075,16977,70
25076,16979,51
25077,16980,146
25078,16983,228
25079,16984,228
25080,16985,228
25081,16986,228
25082,16988,67
25083,16989,67
25084,16992,51
25085,16994,118
25086,16996,106
25087,16996,107
25088,16997,64
25089,17000,209
25090,17001,27
25091,17002,12
25092,17004,120
25093,17005,109
25094,17006,26
25095,17007,62
25096,17009,138
25097,17010,67
25098,17017,31
25099,17018,31
25100,17022,42
25101,17024,78
25102,17026,21
25103,17027,21
25104,17028,21
25105,17029,21
25106,17030,21
25107,17034,63
25108,17035,146
25109,17037,53
25110,17042,133
25111,17042,14
25112,17044,139
25113,17051,232
25114,17052,232
25115,17053,56
25116,17054,59
25117,17055,59
25118,17056,59
25119,17057,59
25120,17058,59
25121,17059,59
25122,17060,61
25123,17069,6
25124,17071,50
25125,17074,121
25126,17082,182
25127,17087,87
25128,17089,61
25129,17094,59
25130,17095,59
25131,17096,59
25132,17097,59
25133,17098,188
25134,17099,59
25135,17102,61
25136,17105,120
25137,17106,167
25138,17107,90
25139,17109,51
25140,17111,51
25141,17117,61
25142,17118,59
25143,17119,13
25144,17121,182
25145,17122,12
25146,17123,120
25147,17124,16
25148,17130,102
25149,17132,108
25150,17134,28
25151,17135,26
25152,17135,61
25153,17136,113
25154,17137,127
25155,17138,21
25156,17140,67
25157,17142,102
25158,17143,102
25159,17144,22
25160,17145,59
25161,17148,14
25162,17149,86
25163,17151,59
25164,17153,62
25165,17153,27
25166,17155,88
25167,17158,51
25168,17159,118
25169,17160,104
25170,17161,105
25171,17161,103
25172,17161,61
25173,17162,143
25174,17162,61
25175,17163,143
25176,17163,61
25177,17164,78
25178,17167,154
25179,17168,56
25180,17168,61
25181,17169,102
25182,17169,41
25183,17170,125
25184,17170,14
25185,17174,108
25186,17179,209
25187,17180,35
25188,17184,67
25189,17185,104
25190,17186,87
25191,17186,220
25192,17188,56
25193,17188,57
25194,17192,40
25195,17193,116
25196,17198,88
25197,17198,233
25198,17199,229
25199,17203,160
25200,17204,27
25201,17206,42
25202,17206,51
25203,17207,203
25204,17208,61
25205,17209,160
25206,17211,65
25207,17211,51
25208,17212,38
25209,17213,107
25210,17215,38
25211,17216,158
25212,17217,155
25213,17221,30
25214,17221,65
25215,17223,19
25216,17224,27
25217,17225,67
25218,17230,175
25219,17231,142
25220,17232,142
25221,17233,142
25222,17234,142
25223,17235,142
25224,17236,142
25225,17237,31
25226,17238,120
25227,17240,167
25228,17242,67
25229,17244,38
25230,17245,203
25231,17248,67
25232,17249,11
25233,17250,59
25234,17250,6
25235,17251,67
25236,17252,67
25237,17253,135
25238,17256,203
25239,17258,139
25240,17261,120
25241,17262,87
25242,17264,67
25243,17266,59
25244,17267,67
25245,17268,65
25246,17271,67
25247,17275,87
25248,17275,38
25249,17275,14
25250,17279,11
25251,17280,87
25252,17281,67
25253,17282,61
25254,17283,61
25255,17285,67
25256,17286,14
25257,17287,118
25258,17287,65
25259,17289,38
25260,17291,51
25261,17292,51
25262,17297,53
25263,17298,67
25264,17299,53
25265,17300,46
25266,17302,127
25267,17303,203
25268,17305,182
25269,17306,53
25270,17306,2
25271,17309,228
25272,17310,228
25273,17311,67
25274,17314,6
25275,17314,48
25276,17316,51
25277,17319,120
25278,17321,97
25279,17321,125
25280,17322,97
25281,17323,97
25282,17324,97
25283,17325,97
25284,17326,97
25285,17327,97
25286,17328,97
25287,17329,97
25288,17330,97
25289,17331,97
25290,17332,97
25291,17334,58
25292,17335,167
25293,17335,56
25294,17337,6
25295,17339,182
25296,17344,167
25297,17345,67
25298,17347,13
25299,17348,203
25300,17353,68
25301,17353,56
25302,17354,123
25303,17355,21
25304,17360,120
25305,17362,102
25306,17362,105
25307,17362,50
25308,17363,12
25309,17363,234
25310,17364,90
25311,17365,104
25312,17366,66
25313,17369,51
25314,17370,128
25315,17370,127
25316,17370,38
25317,17372,56
25318,17372,67
25319,17373,38
25320,17379,62
25321,17379,87
25322,17379,137
25323,17382,26
25324,17382,61
25325,17383,62
25326,17383,87
25327,17384,27
25328,17386,65
25329,17388,55
25330,17394,21
25331,17396,6
25332,17397,158
25333,17399,67
25334,17400,209
25335,17401,10
25336,17403,30
25337,17403,48
25338,17404,87
25339,17404,42
25340,17408,38
25341,17409,218
25342,17412,59
25343,17413,102
25344,17413,92
25345,17415,56
25346,17419,96
25347,17419,67
25348,17420,120
25349,17425,151
25350,17426,28
25351,17426,6
25352,17432,182
25353,17436,48
25354,17438,70
25355,17439,66
25356,17440,235
25357,17440,25
25358,17450,42
25359,17451,133
25360,17451,14
25361,17454,102
25362,17454,137
25363,17455,64
25364,17456,26
25365,17457,15
25366,17457,67
25367,17458,67
25368,17459,236
25369,17461,90
25370,17466,218
25371,17468,182
25372,17471,158
25373,17472,53
25374,17474,121
25375,17478,38
25376,17482,151
25377,17482,6
25378,17487,87
25379,17487,14
25380,17488,87
25381,17488,14
25382,17489,67
25383,17492,59
25384,17493,67
25385,17494,67
25386,17496,59
25387,17498,31
25388,17501,85
25389,17503,109
25390,17505,120
25391,17506,48
25392,17509,67
25393,17510,26
25394,17511,51
25395,17512,237
25396,17513,218
25397,17514,88
25398,17515,225
25399,17516,67
25400,17517,67
25401,17518,67
25402,17519,67
25403,17524,7
25404,17527,182
25405,17528,182
25406,17530,59
25407,17531,88
25408,17531,233
25409,17533,67
25410,17536,206
25411,17538,142
25412,17540,67
25413,17541,67
25414,17542,85
25415,17543,175
25416,17546,30
25417,17546,48
25418,17550,68
25419,17551,67
25420,17552,67
25421,17552,19
25422,17553,67
25423,17555,153
25424,17556,29
25425,17557,67
25426,17561,175
25427,17562,26
25428,17563,56
25429,17565,7
25430,17565,67
25431,17567,95
25432,17569,127
25433,17571,121
25434,17573,67
25435,17575,223
25436,17576,128
25437,17576,127
25438,17577,175
25439,17578,85
25440,17579,118
25441,17579,72
25442,17584,51
25443,17585,161
25444,17585,127
25445,17587,144
25446,17587,51
25447,17589,120
25448,17590,126
25449,17591,238
25450,17592,71
25451,17594,133
25452,17596,158
25453,17597,30
25454,17599,62
25455,17599,78
25456,17600,62
25457,17600,78
25458,17602,139
25459,17604,18
25460,17605,68
25461,17606,125
25462,17606,14
25463,17607,101
25464,17611,12
25465,17615,78
25466,17617,31
25467,17621,75
25468,17622,102
25469,17623,67
25470,17624,90
25471,17625,127
25472,17629,158
25473,17630,26
25474,17631,68
25475,17632,139
25476,17634,158
25477,17636,36
25478,17639,116
25479,17640,67
25480,17641,132
25481,17643,67
25482,17646,67
25483,17653,158
25484,17654,158
25485,17656,67
25486,17657,62
25487,17660,67
25488,17661,67
25489,17662,208
25490,17663,183
25491,17664,62
25492,17665,151
25493,17668,67
25494,17670,167
25495,17670,239
25496,17671,76
25497,17672,88
25498,17672,233
25499,17673,67
25500,17674,7
25501,17675,67
25502,17676,67
25503,17677,4
25504,17677,48
25505,17678,12
25506,17679,26
25507,17682,66
25508,17683,237
25509,17685,182
25510,17687,76
25511,17688,67
25512,17691,159
25513,17691,142
25514,17691,176
25515,17692,67
25516,17693,67
25517,17696,67
25518,17699,207
25519,17700,78
25520,17700,17
25521,17707,122
25522,17707,67
25523,17708,68
25524,17709,132
25525,17711,64
25526,17714,56
25527,17714,67
25528,17715,56
25529,17715,67
25530,17716,56
25531,17716,67
25532,17717,56
25533,17717,67
25534,17721,163
25535,17722,163
25536,17723,163
25537,17724,163
25538,17725,163
25539,17726,163
25540,17728,115
25541,17729,182
25542,17730,38
25543,17734,67
25544,17736,67
25545,17736,126
25546,17737,51
25547,17738,67
25548,17739,67
25549,17740,127
25550,17740,86
25551,17741,56
25552,17742,87
25553,17742,14
25554,17743,26
25555,17744,59
25556,17744,51
25557,17746,120
25558,17747,67
25559,17748,177
25560,17748,197
25561,17748,196
25562,17748,134
25563,17750,114
25564,17752,67
25565,17753,86
25566,17755,154
25567,17756,59
25568,17757,67
25569,17758,68
25570,17760,118
25571,17761,26
25572,17761,59
25573,17763,35
25574,17766,108
25575,17766,48
25576,17767,59
25577,17770,26
25578,17772,6
25579,17773,121
25580,17774,173
25581,17775,240
25582,17776,127
25583,17777,127
25584,17778,51
25585,17782,73
25586,17782,61
25587,17783,127
25588,17791,67
25589,17794,102
25590,17794,67
25591,17795,67
25592,17796,67
25593,17798,69
25594,17798,67
25595,17799,53
25596,17805,241
25597,17807,59
25598,17808,67
25599,17809,68
25600,17810,120
25601,17811,59
25602,17811,36
25603,17813,51
25604,17814,45
25605,17814,15
25606,17817,154
25607,17824,61
25608,17827,18
25609,17828,67
25610,17829,58
25611,17830,120
25612,17831,7
25613,17831,67
25614,17832,67
25615,17833,53
25616,17834,76
25617,17835,76
25618,17836,242
25619,17837,145
25620,17838,76
25621,17840,142
25622,17840,174
25623,17845,160
25624,17847,76
25625,17849,146
25626,17849,30
25627,17850,145
25628,17850,30
25629,17851,30
25630,17852,146
25631,17852,30
25632,17853,30
25633,17853,242
25634,17855,128
25635,17855,127
25636,17858,146
25637,17860,50
25638,17863,56
25639,17865,59
25640,17866,41
25641,17868,67
25642,17868,19
25643,17869,67
25644,17869,19
25645,17870,21
25646,17874,148
25647,17876,243
25648,17878,59
25649,17879,30
25650,17879,67
25651,17880,30
25652,17880,67
25653,17883,244
25654,17889,244
25655,17896,146
25656,17897,12
25657,17899,126
25658,17905,76
25659,17906,244
25660,17907,146
25661,17908,146
25662,17909,148
25663,17910,87
25664,17911,188
25665,17914,67
25666,17915,68
25667,17916,126
25668,17918,51
25669,17919,7
25670,17920,27
25671,17921,66
25672,17927,225
25673,17928,64
25674,17928,90
25675,17930,85
25676,17935,161
25677,17935,127
25678,17937,26
25679,17940,56
25680,17940,85
25681,17941,15
25682,17941,188
25683,17942,15
25684,17942,188
25685,17945,151
25686,17947,120
25687,17948,13
25688,17949,30
25689,17949,67
25690,17950,30
25691,17950,67
25692,17951,30
25693,17951,67
25694,17958,21
25695,17959,41
25696,17962,116
25697,17963,67
25698,17966,83
25699,17966,177
25700,17966,134
25701,17967,51
25702,17968,113
25703,17971,18
25704,17973,28
25705,17979,88
25706,17979,233
25707,17980,67
25708,17983,25
25709,17983,67
25710,17984,85
25711,17986,149
25712,17987,125
25713,17987,14
25714,17988,59
25715,17989,67
25716,17990,67
25717,17991,67
25718,17992,67
25719,17993,65
25720,17994,158
25721,17995,45
25722,17996,45
25723,17997,14
25724,17998,51
25725,18001,187
25726,18003,67
25727,18004,51
25728,18006,67
25729,18008,146
25730,18012,127
25731,18013,44
25732,18013,91
25733,18014,67
25734,18015,67
25735,18019,36
25736,18019,48
25737,18023,182
25738,18024,130
25739,18026,221
25740,18026,222
25741,18027,120
25742,18028,30
25743,18028,67
25744,18029,67
25745,18034,67
25746,18035,59
25747,18038,65
25748,18039,12
25749,18042,51
25750,18046,146
25751,18047,45
25752,18050,110
25753,18055,120
25754,18056,31
25755,18058,59
25756,18059,67
25757,18061,126
25758,18064,67
25759,18065,127
25760,18067,67
25761,18072,104
25762,18073,67
25763,18074,68
25764,18075,67
25765,18077,6
25766,18078,51
25767,18081,83
25768,18081,142
25769,18082,116
25770,18083,67
25771,18084,245
25772,18084,246
25773,18085,174
25774,18087,118
25775,18087,72
25776,18088,244
25777,18089,68
25778,18089,22
25779,18090,167
25780,18091,49
25781,18092,67
25782,18093,10
25783,18097,70
25784,18098,182
25785,18101,102
25786,18105,21
25787,18106,192
25788,18106,120
25789,18108,67
25790,18109,21
25791,18111,68
25792,18111,56
25793,18112,15
25794,18112,67
25795,18113,118
25796,18114,158
25797,18121,85
25798,18123,68
25799,18125,51
25800,18127,65
25801,18128,182
25802,18133,139
25803,18134,90
25804,18134,51
25805,18135,88
25806,18137,21
25807,18139,21
25808,18142,67
25809,18143,85
25810,18146,114
25811,18147,86
25812,18148,15
25813,18148,102
25814,18151,21
25815,18152,167
25816,18155,61
25817,18156,6
25818,18157,147
25819,18159,120
25820,18160,51
25821,18162,85
25822,18167,221
25823,18167,222
25824,18169,85
25825,18172,21
25826,18176,53
25827,18177,51
25828,18178,151
25829,18179,85
25830,18180,59
25831,18183,88
25832,18183,136
25833,18184,125
25834,18184,14
25835,18186,19
25836,18187,92
25837,18188,29
25838,18189,88
25839,18193,95
25840,18194,96
25841,18195,247
25842,18197,164
25843,18199,67
25844,18200,67
25845,18201,19
25846,18203,79
25847,18205,67
25848,18206,14
25849,18206,87
25850,18206,125
25851,18208,67
25852,18211,181
25853,18211,67
25854,18213,51
25855,18214,43
25856,18215,67
25857,18216,65
25858,18217,104
25859,18220,225
25860,18221,182
25861,18222,44
25862,18223,96
25863,18224,21
25864,18229,127
25865,18231,102
25866,18232,102
25867,18232,121
25868,18233,22
25869,18235,182
25870,18236,182
25871,18236,87
25872,18237,64
25873,18237,136
25874,18237,60
25875,18243,182
25876,18244,188
25877,18245,188
25878,18247,32
25879,18247,23
25880,18250,2
25881,18251,133
25882,18253,160
25883,18255,62
27115,20340,59
27116,20340,48
27117,20341,59
27118,20342,59
27119,20346,53
27120,20346,173
27121,20347,59
27122,20348,59
27123,20349,59
27124,20350,155
27125,20351,6
27126,20352,49
27127,20354,36
27128,20363,199
27129,20364,157
27130,20366,63
27131,20366,89
27132,20368,157
27133,20369,157
27134,20372,139
27135,20372,118
27136,20377,51
27137,20378,26
27138,20386,161
27139,20386,127
27140,20387,22
27141,20390,82
27142,20392,158
27143,20394,107
27144,20395,51
27145,20396,67
27146,20398,120
27147,20399,31
27148,20401,147
27149,20402,12
27150,20404,61
27151,20405,59
27152,20407,157
27153,20408,157
27154,20409,157
27155,20410,157
27156,20411,44
27157,20411,87
27158,20411,160
27159,20412,102
27160,20413,102
27161,20414,67
27162,20415,139
27163,20415,118
27164,20416,40
27165,20417,31
27166,20425,6
27167,20426,83
27168,20431,13
27169,20432,48
27170,20434,59
27171,20435,51
27172,20437,61
27173,20439,55
27174,20440,68
27175,20441,126
27176,20444,253
27177,20453,26
27178,20457,126
27179,20460,4
27180,20461,90
27181,20463,14
27182,20464,118
27183,20464,51
27184,20467,82
27185,20467,136
27186,20468,51
27187,20470,16
27188,20471,59
27189,20472,59
27190,20472,36
27191,20473,59
27192,20474,59
27193,20476,12
27194,20478,12
27195,20479,106
27196,20479,67
27197,20479,126
27198,20481,199
27199,20482,116
27200,20488,53
27201,20489,53
27202,20490,175
27203,20494,35
27204,20495,116
27205,20496,50
27206,20498,85
27207,20500,29
27208,20507,181
27209,20507,118
27210,20507,72
27211,20508,257
27212,20509,4
27213,20511,61
27214,20515,48
27215,20516,26
27216,20519,21
27217,20521,200
27218,20522,104
27219,20523,44
27220,20523,99
27221,20527,51
27222,20532,49
27223,20533,49
27224,20534,12
27225,20538,158
27226,20546,35
27227,20547,60
27228,20548,10
27229,20551,21
27230,20551,260
27231,20552,63
27232,20553,21
27233,20553,260
27234,20554,139
27235,20556,83
27236,20557,127
27237,20557,104
27238,20559,35
27239,20562,245
27240,20562,246
27241,20564,120
27242,20565,199
27243,20566,51
27244,20568,210
27245,20571,121
27246,20574,225
27247,20575,61
27248,20577,15
27249,20577,25
27250,20577,85
27251,20578,12
27252,20579,61
27253,20580,15
27254,20580,118
27255,20581,116
27256,20581,222
27257,20582,116
27258,20586,26
27259,20587,47
27260,20588,59
27261,20589,103
27262,20592,41
27263,20595,90
27264,20598,56
27265,20603,26
27266,20604,26
27267,20605,26
27268,20606,48
27269,20606,6
27270,20607,150
27271,20607,38
27272,20613,62
27273,20613,58
27274,20613,137
27275,20614,59
27276,20616,51
27277,20623,67
25884,18257,21
25885,18258,102
25886,18259,31
25887,18261,21
25888,18262,156
25889,18263,67
25890,18264,4
25891,18264,48
25892,18265,154
25893,18269,15
25894,18269,19
25895,18271,67
25896,18273,87
25897,18274,104
25898,18274,114
25899,18278,168
25900,18279,14
25901,18281,131
25902,18284,121
25903,18285,64
25904,18285,106
25905,18287,13
25906,18288,248
25907,18289,147
25908,18290,14
25909,18291,7
25910,18293,247
25911,18294,120
25912,18295,120
25913,18296,68
25914,18296,56
25915,18297,144
25916,18298,95
25917,18302,67
25918,18302,35
25919,18308,182
25920,18310,14
25921,18311,85
25922,18312,85
25923,18313,85
25924,18319,182
25925,18321,67
25926,18325,51
25927,18326,151
25928,18328,28
25929,18329,202
25930,18329,12
25931,18333,249
25932,18333,51
25933,18334,249
25934,18334,51
25935,18337,203
25936,18339,182
25937,18340,25
25938,18340,67
25939,18341,61
25940,18342,21
25941,18343,61
25942,18344,61
25943,18345,154
25944,18346,21
25945,18348,7
25946,18349,30
25947,18349,48
25948,18350,83
25949,18350,110
25950,18353,68
25951,18356,48
25952,18357,30
25953,18357,48
25954,18358,67
25955,18360,61
25956,18361,21
25957,18362,16
25958,18364,51
25959,18367,192
25960,18367,188
25961,18368,192
25962,18368,188
25963,18369,12
25964,18370,66
25965,18372,232
25966,18373,232
25967,18374,232
25968,18375,232
25969,18378,12
25970,18378,108
25971,18379,4
25972,18380,51
25973,18382,203
25974,18383,38
25975,18387,30
25976,18389,182
25977,18390,51
25978,18395,247
25979,18401,67
25980,18402,67
25981,18403,56
25982,18403,67
25983,18404,67
25984,18407,159
25985,18408,127
25986,18414,247
25987,18415,68
25988,18416,68
25989,18417,61
25990,18420,59
25991,18421,59
25992,18427,67
25993,18431,21
25994,18431,124
25995,18435,70
25996,18436,102
25997,18439,140
25998,18440,29
25999,18440,27
26000,18444,12
26001,18445,25
26002,18446,25
26003,18446,67
26004,18448,127
26005,18452,250
26006,18453,199
26007,18454,67
26008,18455,120
26009,18456,243
26010,18457,243
26011,18458,21
26012,18458,32
26013,18460,21
26014,18461,59
26015,18463,103
26016,18464,93
26017,18464,49
26018,18465,93
26019,18465,49
26020,18466,45
26021,18466,19
26022,18467,66
26023,18469,56
26024,18471,62
26025,18471,137
26026,18475,102
26027,18477,58
26028,18483,51
26029,18485,18
26030,18490,120
26031,18491,245
26032,18491,246
26033,18492,21
26034,18494,67
26035,18495,14
26036,18497,31
26037,18497,51
26038,18500,40
26039,18500,13
26040,18501,247
26041,18505,36
26042,18505,48
26043,18518,142
26044,18519,193
26045,18520,21
26046,18524,13
26047,18525,104
26048,18525,223
26049,18531,6
26050,18535,67
26051,18537,68
26052,18543,139
26053,18544,78
26054,18545,15
26055,18546,61
26056,18547,25
26057,18548,127
26058,18551,102
26059,18552,102
26060,18554,199
26061,18556,123
26062,18560,90
26063,18560,121
26064,18561,104
26065,18564,44
26066,18569,15
26067,18570,26
26068,18571,65
26069,18579,4
26070,18579,48
26071,18581,48
26072,18583,167
26073,18584,21
26074,18585,67
26075,18586,67
26076,18596,61
26077,18602,21
26078,18606,59
26079,18610,210
26080,18611,175
26081,18613,41
26082,18614,6
26083,18617,4
26084,18617,48
26085,18618,65
26086,18620,102
26087,18623,67
26088,18627,67
26089,18629,83
26090,18630,59
26091,18632,21
26092,18635,14
26093,18637,5
26094,18637,1
26095,18641,21
26096,18647,97
26097,18651,34
26098,18652,59
26099,18656,59
26100,18659,51
26101,18660,54
26102,18662,59
26103,18663,217
26104,18665,31
26105,18666,48
26106,18668,21
26107,18669,139
26108,18672,67
26109,18673,13
26110,18674,50
26111,18674,63
26112,18678,4
26113,18678,48
26114,18680,185
26115,18682,56
26116,18692,67
26117,18693,67
26118,18695,120
26119,18697,67
26120,18699,59
26121,18702,104
26122,18703,14
26123,18715,167
26124,18716,67
26125,18717,67
26126,18718,67
26127,18719,21
26128,18720,26
26129,18721,4
26130,18722,127
26131,18723,147
26132,18724,120
26133,18725,26
26134,18726,15
26135,18726,13
26136,18727,139
26137,18727,118
26138,18727,236
26139,18729,12
26140,18731,62
26141,18733,62
26142,18733,38
26143,18734,93
26144,18734,49
26145,18735,61
26146,18736,14
26147,18738,139
26148,18741,27
26149,18742,61
26150,18745,217
26151,18746,217
26152,18747,127
26153,18748,127
26154,18749,142
26155,18751,86
26156,18753,21
26157,18754,83
26158,18755,12
26159,18757,55
26160,18761,35
26161,18763,154
26162,18765,4
26163,18767,95
26164,18767,104
26165,18768,21
26166,18770,26
26167,18771,215
26168,18773,67
26169,18774,48
26170,18775,203
26171,18776,93
26172,18776,49
26173,18779,84
26174,18783,147
26175,18784,147
26176,18785,127
26177,18786,21
26178,18790,110
26179,18790,104
26180,18794,113
26181,18795,127
26182,18796,203
26183,18797,67
26184,18798,147
26185,18800,21
26186,18803,4
26187,18803,48
26188,18806,161
26189,18806,251
26190,18807,21
26191,18811,6
26192,18812,159
26193,18812,153
26194,18813,48
26195,18814,21
26196,18816,4
26197,18816,48
26198,18817,21
26199,18818,133
26200,18820,199
26201,18821,53
26202,18824,50
26203,18825,67
26204,18826,67
26205,18828,228
26206,18831,21
26207,18833,64
26208,18833,30
26209,18833,48
26210,18836,151
26211,18837,45
26212,18838,51
26213,18843,58
26214,18843,66
26215,18845,99
26216,18846,32
26217,18846,21
26218,18848,199
26219,18849,139
26220,18849,56
26221,18852,198
26222,18853,203
26223,18854,16
26224,18855,21
26225,18857,21
26226,18857,10
26227,18861,21
26228,18863,15
26229,18864,120
26230,18865,139
26231,18865,118
26232,18865,236
26233,18866,154
26234,18867,45
26235,18868,48
26236,18869,87
26237,18871,13
26238,18873,188
26239,18874,59
26240,18878,127
26241,18880,200
26242,18881,49
26243,18884,83
26244,18884,60
26245,18885,194
26246,18889,245
26247,18889,246
26248,18890,245
26249,18890,246
26250,18891,42
26251,18898,203
26252,18899,67
26253,18900,38
26254,18908,26
26255,18909,104
26256,18910,51
26257,18910,144
26258,18911,83
26259,18912,18
26260,18913,88
26261,18914,155
26262,18918,67
26263,18919,142
26264,18920,142
26265,18921,118
26266,18921,67
26267,18922,118
26268,18922,67
26269,18923,67
26270,18923,118
26271,18924,118
26272,18924,67
26273,18925,118
26274,18925,67
26275,18928,83
26276,18928,84
26277,18929,84
26278,18930,12
26279,18931,14
26280,18931,125
26281,18932,66
26282,18932,89
26283,18937,38
26284,18937,61
26285,18940,142
26286,18940,236
26287,18941,5
26288,18941,65
26289,18942,120
26290,18943,59
26291,18944,67
26292,18946,199
26293,18949,21
26294,18952,59
26295,18953,59
26296,18954,59
26297,18962,68
26298,18963,51
26299,18968,48
26300,18970,9
26301,18971,161
26302,18974,221
26303,18977,199
26304,18980,247
26305,18982,221
26306,18982,220
26307,18983,67
26308,18990,59
26309,18993,51
26310,18995,68
26311,18996,67
26312,18997,30
26313,18999,203
26314,19000,21
26315,19002,6
26316,19004,53
26317,19006,88
26318,19008,120
26319,19009,38
26320,19013,220
26321,19014,26
26322,19015,59
26323,19019,66
26324,19021,68
26325,19023,14
26326,19024,145
26327,19025,48
26328,19027,21
26329,19029,21
26330,19029,32
26331,19030,7
26332,19030,151
26333,19031,127
26334,19031,66
26335,19031,70
26336,19031,86
26337,19032,194
26338,19033,6
26339,19034,146
26340,19035,67
26341,19036,90
26342,19036,31
26343,19037,127
26344,19039,145
26345,19042,87
26346,19045,67
26347,19046,116
26348,19048,152
26349,19049,127
26350,19050,248
26351,19053,84
26352,19059,146
26353,19060,148
26354,19061,99
26355,19062,193
26356,19066,21
26357,19067,21
26358,19068,61
26359,19070,30
26360,19070,48
26361,19073,127
26362,19075,45
26363,19075,85
26364,19076,21
26365,19077,70
26366,19079,59
26367,19079,6
